Artist,Title,Lyrics
Eminem,Not Afraid,"I'm not afraid, I'm not afraid (yeah)
To take a stand, it's been a ride
Everybody, I guess I had to
Go to that place
To get to this one
Now some of you
Might still be in that place
If you're tryin' to get out
Just follow me
I'll get you there

You can try and read my lyrics off of this paper before I lay 'em
But you won't take the sting out these words before I say 'em
'Cause ain't no way I'm a let you stop me from causin' mayhem
When I say I'm a do somethin' I do it
I don't give a d*mn what you think
I'm doin' this for me, so f*ck the world, feed it beans
It's gassed up, if it thinks it's stoppin' me
I'mma be what I set out to be, without a doubt undoubtedly
And all those who look down on me, I'm tearin' down your balcony
No if, ands or buts, don't try to ask him why or how can he
From ""Infinite"" down to the last ""Relapse"" album he's still sh*ttin'
Whether he's on salary, paid hourly, until he bows out or he sh*ts his bowels out of him
Whichever comes first, for better or worse
He's married to the game, like a f*ck you for Christmas
His gift is a curse, forget the Earth, he's got the urge to pull his d*ck from the dirt
And f*ck the whole universe

I'm not afraid (I'm not afraid)
To take a stand (to take a stand)
Everybody (everybody)
Come take my hand come (come take my hand)
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just letting you know that, you're not alone
Holla if you feel like you've been down the same road

Okay quit playin' with the scissors and sh*t, and cut the crap
I shouldn't have to rhyme these words in the rhythm for you to know it's a rap
You said you was king
You lied through your teeth, for that f*ck your feelings
Instead of gettin' crowned you're gettin' capped, and to the fans
I'll never let you down again, I'm back
I promise to never go back on that promise
In fact, let's be honest, that last ""Relapse"" CD was eh
Perhaps I ran them accents into the ground
Relax, I ain't goin' back to that now
All I'm tryin' to say is get back, click-clack, blow 'cause I ain't playin' around
It's a game called circle and I don't know how
I'm way too up to back down
But I think I'm still tryin' to figure this crap out
Thought I had it mapped out but I guess I didn't, this f*ckin' black cloud
Still follows me around but it's time to exercise these demons
These muh'f*ckers are doin' jumpin' jacks now

I'm not afraid (I'm not afraid)
To take a stand (to take a stand)
Everybody (everybody)
Come take my hand come (come take my hand)
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just letting you know that, you're not alone
Holla if you feel like you've been down the same road

And I just can't keep living this way
So starting today
I'm breaking out of this cage
I'm standing up, I'mma face my demons
I'm manning up, I'mma hold my ground
I've had enough, now I'm so fed up
Time to put my life back together right now (now)

It was my decision to get clean, I did it for me
Admittedly, I probably did it subliminally
For you, so I could come back a brand new me, you helped see me through
And don't realize what you did, believe me you
I been through the ringer, but they could do little to the middle finger
I think I got a tear in my eye, I feel like the king of
My world, haters can make like bees with no stingers and drop dead
No more bee flingers, no more drama from now on
I promise to focus solely on handlin' my responsibilities as a father
So I solemnly swear to always treat this roof, like my daughters and raise it
You couldn't lift a single shingle on it, 'cause the way I feel
I'm strong enough to go to the club or the corner pub
And lift the whole liquor counter up 'cause I'm raising the bar
I'd shoot for the moon but I'm too busy gazin' at stars, I feel amazing and I'm not

I'm not afraid (I'm not afraid)
To take a stand (to take a stand)
Everybody (Everybody)
Come take my hand come (Come take my hand)
We'll walk this road together, through the storm
Whatever weather, cold or warm
Just letting you know that, you're not alone
Holla if you feel like you've been down the same road"
Eminem,I Need a Doctor,"I told the world one day I would pay it back
Say it on tape, and lay it, record it so that one day I could play it back
But I don’t even know if I believe it when I’m sayin' that
Doubts startin' to creep in, every day it's just so grey and black
Hope, I just need a ray of that, cause no one sees my vision
When I play it for ‘em, they just say it's wack, but they don’t know what dope is
And I don’t know if I was awake or asleep when I wrote this
All I know is you came to me when I was at my lowest
You picked me up, breathed new life in me, I owe my life to you
But for the life of me, I don't see why you don't see like I do
But it just dawned on me you lost a son, demons fighting you, it’s dark
Let me turn on the lights and brighten me and enlighten you
I don't think you realise what you mean to me, not the slightest clue
Cause me and you were like a crew, I was like your sidekick
You gon either wanna fight me when I get off this f***in' mic
Or you gon' hug me, but I'm outta options, there's nothin' else I can do cause

It hurts when I see you struggle, you come to me with ideas
You say they're just pieces, so I’m puzzled, cause the s*** I hear is crazy
But you're either gettin' lazy or you don’t believe in you no more
Seems like your own opinions, not one you can form
Can't make a decision you keep questionin' yourself
Second guessin' and it's almost like your beggin' for my help
Like I’m your leader, you're supposed to f***in' be my mentor
I can endure no more I demand you remember who you are
It was YOU, who believed in me when everyone was tellin'
You don't sign me, everyone at the f***in' label, let's tell the truth
You risked your career for me, I know it as well as you
Nobody wanted to f*** with the white boy, Dre, I’m cryin' in this booth
You saved my life, now maybe it's my turn to save yours
But I can never repay you, what you did for me is way more
But I ain't givin' up faith and you ain't givin' up on me
Get up Dre I'm dyin', I need you, come back for f***’s sake"
Eminem,Drop the World,"I got ice in my veins, blood in my eyes
Hate in my heart, love in my mind
I seen nights full of pain, days are the same
You keep the sunshine, save me the rain
I search but never find, hurt but never cry
I work and forever try, but I'm cursed, so never mind
And it's worse, but better times seem further and beyond
The top gets higher the more that I climb
The spot gets smaller, and I get bigger
Tryna get into where I fit in, no room for a n*gga
But soon for a n*gga it be on, mu'f*cka'
Cause all the bullsh*t, it made me strong, mu'f*cka'

Pick the world up and I'm a drop it on your f*ckin' head, yeah
b*tch, I'm a pick the world up and I'm a drop it on your f*ckin' head
And I could die now, rebirth motherf*cker
Hop up in my spaceship and leave Earth, motherf*cker
I'm gone
Motherf*cker, I'm gone

Uh, I know what they don't wanna tell you
Just hope you're heaven-sent, and you're hell-proof
I-I walk up in the world and cut the lights off
And confidence is a stain they can't wipe off
Huh, my word is my pride
But wisdom is bleak, and that's a word from the wise
Served to survive, murdered and bribed
And when it got too heavy I put my burdens aside

So I could pick the world up
And drop it on yo f*ckin' head, haha
b*tch, I'm a pick the world up
And I'm a drop it on your f*ckin' head, yeah
And I could die now, rebirth motherf*cker
Hop up in my spaceship and leave Earth, motherf*cker
I'm gone
Motherf*cker, I'm gone (I'm gone)

It hurts, but I never show,
This pain you'll never know
If only you could see just how lonely and how cold
And frostbit I've become, my back's against the wall
When push come to shove, I just stand up and scream ""F*ck 'em all""

Man, it feels like these walls are closing in
This roof is caving in, up its time to raise it then
Your days are numbered like pages in
My book of rhymes, got 'em crooked, boy
This crooked mind of mine got 'em all
Shook and scared to look in my eyes
I stole that f*ckin' clock, I took the time and I
Came up from behind
And pretty much snuck up
And butt-f*cked this game up
Better be careful when you bring my name up
F*ck this fame, that ain't what
I came to claim but the game
Ain't gonna be the same on the day that I leave it
But I swear one way or another I'm a make these f*ckin' haters believe it
I swear to God, won't spare the rod
I'm a man of my word, so your f*ckin' heads better nod
Or I'm a f*ck around in this b*tch and roast everybody!
Sleep on me, that pillow is where your head'll lie
Permanently, b*tch, it's beddy-bye
This world is my Easter egg, yeah! prepare to die
My head is swole, my confidence is up
This stage is my pedestal
I'm unstoppable, incredible
Hope you're trapped in my medicine ball
I could run circles around you so fast your f*ckin' head'll spin, dawg
I'll split your cabbage and lettuce  and olives
I'll f*ckin'

Pick the world up and I'm a drop it on your f*ckin' head
b*tch, I'm a pick the world up and I'm a drop it on your f*ckin' head
And I could die now, Rebirth motherf*cker
Hop up in my spaceship and leave Earth, motherf*cker
I'm gone
Motherf*cker, I'm gone (I'm gone)"
Eminem,Stan,"My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray
Put your picture on my wall
It reminds me, that it's not so bad
It's not so bad

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray
Put your picture on my wall
It reminds me, that it's not so bad
It's not so bad

Dear Slim, I wrote you but still ain't callin'
I left my cell, my pager, and my home phone at the bottom
I sent two letters back in autumn, you must not-a got 'em
There probably was a problem at the post office or somethin'
Sometimes I scribble addresses too sloppy when I jot 'em
But anyways, f*ck it, what's been up? Man how's your daughter?
My girlfriend's pregnant too, I'm 'bout to be a father
If I have a daughter, guess what I'm a call her?
I'ma name her Bonnie
I read about your Uncle Ronnie too I'm sorry
I had a friend kill himself over some b*tch who didn't want him
I know you probably hear this everyday, but I'm your biggest fan
I even got the underground sh*t that you did with Skam
I got a room full of your posters and your pictures man
I like the sh*t you did with Rawkus too, that sh*t was fat
Anyways, I hope you get this man, hit me back,
Just to chat, truly yours, your biggest fan
This is Stan

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray
Put your picture on my wall
It reminds me, that it's not so bad
It's not so bad

Dear Slim, you still ain't called or wrote, I hope you have a chance
I ain't mad, I just think it's f*cked up you don't answer fans
If you didn't wanna talk to me outside your concert
You didn't have to, but you coulda signed an autograph for Matthew
That's my little brother man, he's only six years old
We waited in the blistering cold for you
For four hours and you just said, ""No.""
That's pretty sh*tty man, you're like his f*ckin' idol
He wants to be just like you man, he likes you more than I do
I ain't that mad though, I just don't like bein' lied to
Remember when we met in Denver, you said if I'd write you you would write back
See I'm just like you in a way
I never knew my father neither
He used to always cheat on my mom and beat her
I can relate to what you're saying in your songs
So when I have a sh*tty day, I drift away and put 'em on
'Cause I don't really got sh*t else so that sh*t helps when I'm depressed
I even got a tattoo of your name across the chest
Sometimes I even cut myself to see how much it bleeds
It's like adrenaline, the pain is such a sudden rush for me
See everything you say is real, and I respect you 'cause you tell it
My girlfriend's jealous 'cause I talk about you 24/7
But she don't know you like I know you Slim, no one does
She don't know what it was like for people like us growin' up, you gotta call me man
I'll be the biggest fan you'll ever lose
Sincerely yours, Stan
P.S. we should be together too

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray
Put your picture on my wall
It reminds me, that it's not so bad
It's not so bad

Dear Mister ""I'm Too Good To Call Or Write My Fans""
This will be the last package I ever send your ass
It's been six months and still no word, I don't deserve it?
I know you got my last two letters, I wrote the addresses on 'em perfect
So this is my cassette I'm sending you, I hope you hear it
I'm in the car right now, I'm doing 90 on the freeway
Hey Slim, I drank a fifth of vodka
You dare me to drive?
You know the song by Phil Collins, ""In the Air of the Night""
About that guy who could a saved that other guy from drowning
But didn't, then Phil saw it all, then at a a show he found him?
That's kinda how this is, you could a rescued me from drowning
Now it's too late, I'm on a thousand downers now, I'm drowsy
And all I wanted was a lousy letter or a call
I hope you know I ripped all of your pictures off the wall
I love you Slim, we coulda been together, think about it
You ruined it now, I hope you can't sleep and you dream about it
And when you dream I hope you can't sleep and you scream about it
I hope your conscience eats at you and you can't breathe without me
See Slim, shut up b*tch! I'm tryin' to talk!
Hey Slim, that's my girlfriend screamin' in the trunk
But I didn't slit her throat, I just tied her up, see I ain't like you
'Cause if she suffocates she'll suffer more, and then she'll die too
Well, gotta go, I'm almost at the bridge now
Oh sh*t, I forgot, how am I supposed to send this sh*t out?

My tea's gone cold I'm wondering why I
Got out of bed at all
The morning rain clouds up my window
And I can't see at all
And even if I could it'll all be gray
Put your picture on my wall
It reminds me, that it's not so bad
It's not so bad

Dear Stan, I meant to write you sooner but I just been busy
You said your girlfriend's pregnant now, how far along is she?
Look, I'm really flattered you would call your daughter that
And here's an autograph for your brother
I wrote it on the Starter cap
I'm sorry I didn't see you at the show, I must of missed you
Don't think I did that sh*t intentionally just to diss you
But what's this sh*t you said about you like to cut your wrists too?
I say that sh*t just clownin' dog, come on, how f*cked up is you?
You got some issues Stan, I think you need some counseling
To help your ass from bouncing off the walls when you get down some
And what's this sh*t about us meant to be together?
That type of sh*t will make me not want us to meet each other
I really think you and your girlfriend need each other
Or maybe you just need to treat her better
I hope you get to read this letter, I just hope it reaches you in time
Before you hurt yourself, I think that you'll be doin' just fine
If you relax a little, I'm glad I inspire you but Stan
Why are you so mad? Try to understand, that I do want you as a fan
I just don't want you to do some crazy sh*t
I seen this one sh*t on the news a couple weeks ago that made me sick
Some dude was drunk and drove his car over a bridge
And had his girlfriend in the trunk, and she was pregnant with his kid
And in the car they found a tape, but they didn't say who it was to
Come to think about, his name was, it was you
d*mn!"
Eminem,Remind Me,"Yo! I bust in, devilish grin, disgustin'
Asshole, freckled cheeks and a butt-chin
Callin' all party animals, get
On the floor when I pop up on some Whac-A-Mole sh*t
In search of a chick who's stacked and so thick
And implants are so big
She can hang me up on that rack, big ol' tits
Like Anna Nicole Smith
Body's bananas and sass to go with
I spot you at first glance and go ""sh*t!""
You wearin' those pants that don't fit
That butt won't ever give up
That's why you stick it out no matter what, huh?
'Cause you got an ass that won't quit
So, get on the horn, my saxophone
Grab hold of my instrument, get a grasp, and blow ""whee""
You just laugh and go heehee
'Cause you're just as nasty so that's appropriate
That's why

I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me (yeah, me)
I said I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me, nasty (yeah, me)

You know, I'm wearin' a new shirt tonight too
With me on it

I'm lookin' at your tight rear like a sightseer
Your booty is heavy duty like diarrhea
The plan's to bring you to my house
You're drinkin' Jack and Beam
I'm thinkin' soon this tramp'll lean so we should bounce
But you're outta your tube-top
If you're thinkin' that mi casa es su casa
Yeah, you're a cute fox
Perfect ten so back that up like a moonwalk
Girl, you're smokin' like Snoop Dogg
But you must be tokin' if you think you're takin' over my quarters
There goes the dime into the jukebox
Two shots of blue Hpnotiq and soon I'll
Turn this pool hall to a barroom brawl
So, Rick, scratch on the break like the cue ball
Turn the volume all the way up on your boombox
And excuse the locker room talk, I'm just too raw
But apparently, so are you, ma
'Cause you just kicked me in the balls and told me to screw off
And that's why

I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me (yeah, me)
I said I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me, nasty (yeah, me)

Said said can I take you home, where we can be alone?
Shorty, you the sh*t, girl, I ordered you to sit
I know you're probably feelin' me more than you admit
Pull up a chair, sweetie, let me order you a drink
I only go to meetings court-ordered from a shrink
So from the bottom to the top, floor to ceilin'
You ain't run of the mill, you're one in a million
'Cause real tits are still fun
But everybody knows fake tits are still better than real ones

So come and spend the night with the guy most are terrified of
But tonight, curiosity overrides ya
Beside ya fired up like a starter pistol
Crystal, let's slides huns, tonight I'm your pilot
'Cause you should be up in the sky, girl
You're so f*cking fly, you belong in the mile high club
So come on, baby, the night's young
Don't string me along, I'm high-strung
We might wind up on mound like we're tryin' for the Cy Young
f*ckin' 'fore we get to the house
Screwin' our brains out like changing a lightbulb
That's why I like ya, 'cause I'm crazy just like ya
Now every time I get brain, you screw mine up
I barely can think straight, your head game is a mindf*ck
So ready, set, aim and fire
Yes, babe, I'm fallin' in like, that's kinda, why I love

I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me (yeah me)
I said I love you, 'cause you remind me of me
That's why I love you, 'cause you're like me, nasty"
Eminem,Bad Husband,"We never saw from each other's sides
Or eye to eye
Just eye for eye, lie for lie, fight or flight
So much baggage, need a luggage rack
But we carry on with our public spats and our feuds
Up back in the news, love taps when I dissed you
Like it was fun, actually used to run back to the booth
Jump back in the studio
Give you a tongue lashing, then you
Laughed at the stomach tat with the tomb stone
It was funny back in our youth
But then it wasn't after we knew
That we were done and actually through (and actually through)
But if there's one fraction of truth
If it could be spun back I would do
So many things different (things different)
'Cause it was such a dumbass excuse
You hit me once and that I would use
To continue the pattern of abuse
Why did I punch back? 
Girls, your dad is a scumbag, I'm confused
Because

How come you can be a Lord and a loser?
How come, how come?
You can be a liar and a good father
A good dad, but a bad husband
Why are you a good father?
A great dad, but a bad husband

You were the beat I loved with a writer's block
The line that's hot, that I forgot
We laughed a little, cried a lot
I'll never forget when you came home and you held Hailie
Day before you went to jail and daily
How we'd wait for that mail lady
Or by the phone for mom to call
And I watched you pull yourself up and we decided on
Givin' it one more try despite it all
You're my lightning rod when my sky gets dark
I'm your shiny rocks in that tiny box
When we tied the knot, when we broke the knot
Every line we crossed we were s'pposed to not
Every time we fought, the insults, they got
Thrown too far
Words that we said that we didn't mean
The words that we meant that we didn't say
The ones that we thought that we shoulda said
Letters written that we coulda read
Which maybe woulda lead to some good instead
And had this put to bed
But I'd be lyin' still if I said I wasn't sittin' here askin' myself

How come you can be a Lord and a loser?
How come, how come?
You can be a liar and a good father
A good dad, but a bad husband
Why are you a good father?
A great dad, but a bad husband (Dad, you said)
Forever be a hero in my eyes (I reply)
But there's always another side 
To a good father
A great dad, but a bad husband

We brought out the worst in each other
Someone had to make the sparring end
'Cause I loved you, but I hated that me
And I don't wanna see that side again
But I'm sorry, Kim
More than you could ever comprehend
Leavin' you was f*ckin' harder than
Sawing off a f*ckin' body limb
Once upon a time we're all we had
Maybe that's what drew us
To each other, it was true love
sh*t, we never knew was possible
We might have loved each other too much
And maybe that's what made us do what
We did to each other, all the screw-ups
'Cause you always thought that you was more in love with me
And I was thinkin' I was more in love than you was
For all the times that we thought it worked
'Til we saw how wrong we were
When the dust settles now and all the dirt
If I touch the rawest nerve

All I want is for us not to hurt
And it's been an exhaustive search to find the words
But I just heard ""Mockingbird""
And got the urge to jot some verses and thoughts
The purpose was not to stir up or open wounds
I've caused a few and so have you
Or argue whose fault it was
Partly yours, partly mine, but really no one's
This is so tough, I'm gettin' choked up
Oh f*ck it, we both suck
We broke up, got back together
We both thought we had forever
Not bad people, just bad together
We were so nuts, back-stabbed each other
Another blow struck, but there's no duckin' this blow
'Cause it's over and it's closure
But I'm not so sure how to close this
I just don't know how some people can be so good
At one thing and so f*cked at a whole 'nother, sh*t, it's no wonder

How come, how come, you can be a Lord and a loser?
How come, how come?
You can be a liar and a good father
A good dad, but a bad husband
Why are you a good father?
A great dad, but a bad husband (Dad, you said)
Forever be a hero in my eyes (I reply)
But there's always another side to a good father
A great dad, but a bad husband (husband)"
Eminem,Berzerk,"Now this sh*t's about to kick off, this party looks wack
Let's take it back to straight hip-hop and start it from scratch
I'm 'bout to bloody this track up, everybody get back
That's why my pen needs a pad 'cause my rhymes on the ra-hag
Just like I did with addiction I'm 'bout to kick it
Like a magician, critics I turn to crickets
Got 'em still on the fence ready to pick it
But quick get impaled when I tell 'em stick it
So sick I'm looking pale, well that's my pigment
'Bout to go ham, ya bish, shout out to Kendrick
Let's bring it back to that vintage Slim, b*tch!
The art of the MCing mixed with da Vinci and MC Ren
And I don't mean Stimpy's friend, b*tch
Been public enemy since you thought PE was gym, b*tch

Take your shoes off, let your hair down and (go berzerk) all night long
Grow your beard out, just weird out and (go berzerk) all night long

We're gonna rock this house until we knock it down
So turn the volume loud, 'cause it's mayhem 'til the a.m.
So baby make just like K-Fed and let yourself go, let yourself go
Say f*ck it before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (go berzerk) shake your body

Guess it's just the way that I'm dressed, ain't it?
Khakis pressed, Nike shoes crispy and fresh laced
So I guess it ain't
That aftershave or cologne that made them just faint
Plus I just showed up with a coat fresher than wet paint
So if love is a chess game, check mate
But girl your body's banging, jump me in, gang bang bang
Yessiree Bob I was thinking the same thing
So come get on this Kid's rock, baw-wit-da-baw dang-dang
P-p-p pow-pow chicka-chicka wow-wow
Catch a cab, I wanna go down b-b-bow, bow
Slow it down, throw in the towel, t-t-towel tow
Dumb it down, I don't know how (huh-huh) how-how
At least I know that I don't know
Question is are you bozos smart enough to feel stupid
Hope so, now ho

Take your shoes off, let your hair down and (go berserk) all night long
Grow your beard out, just weird out and (go berserk) all night long

We're gonna rock this house until we knock it down
So turn the volume loud, 'cause it's mayhem 'til the A.M.
So crank the bass up like crazy and let yourself go, let yourself go
Say f*ck it before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (go berzerk) get your vials

They say that love is powerful as cough syrup and Styrofoam
All I know is I fell asleep and woke up in that Monte Carlo
With the ugly Kardashian
Lamar, oh sorry yo, we done both set the bar low
Bars hard, drugs hard thought that's the past
But I done did enough codeine to knock Future into tomorrow
And girl I ain't got no money to borrow
But I am tryin' to find a way to get you alone, car note
Oh, Marshall Mathers shouldn't everybody know
Get the bar soap lathered, kangols and Carhartt, these Cargos
Girl you're fixin' to get your heart broke, don't be absurd man
You bird brained baby I ain't called anybody baby since Birdman
Unless you're a swallow
Word, w-word man you heard, but don't be discouraged, girl
This is your jam, unless you got toe jam

Take your shoes off, let your hair down and (go berzerk) all night long
Grow your beard out, just weird out and (go berzerk) all night long

We're gonna rock this house until we knock it down
So turn the volume loud, 'cause it's mayhem 'til the a.m.
So baby make just like K-Fed and let yourself go, let yourself go
Say f*ck it before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (Go berzerk) get your vials

We're gonna rock this house until we knock it down
So turn the volume loud, 'cause it's mayhem 'til the A.M.
So crank the bass up like crazy and let yourself go, let yourself go
Say f*ck it before we kick the bucket
Life's too short to not go for broke
So everybody, everybody (go berzerk) get your vials"
Kendrick Lamar,Real,"I do what I wanna do
I say what I wanna say
When I feel, and I
Look in the mirror and know I'm there
With my hands in the air
I'm proud to say yea
I'm real, I'm real, I'm really really real

I promise that I know you very well
Your eyes never lie even if they tell
Sweet lullabies that come with a smell
Of a dozen roses flippin' down the green hill
You living in a world that come with plan B
'Cause plan A never relay a guarantee
And plan C never could say just what it was
And your plans only can pan around love
You love him, you love them, you love her
You love so much, you love when love hurts
You love red-bottom and gold they say queen
You love hand-bag on the waist of your jean
You love french tip and trip that pay for
You love bank slip that tell you we paid more
You love a good hand whenever the card dealt
But what love got to do with it when you don't love yourself

I do what I wanna do
I say what I wanna say
When I feel, and I
Look in the mirror and know I'm there
With my hands in the air
I'm proud to say yea
I'm real, I'm real, I'm really really real

I promise that I know you very well
Your eyes never lie even if they fell
Out the sky and your optics? turn stale
Where they mow that's green
I can see you fit the bill
Of living in a world that come with Plan B
Cause Plan A only can make another mistake
And you can't see success coming from plan C
When it all breaks you, you still say you're lovely
And love them and love when you love her
You love so much, you love when love hurts
You love fast cars and dead presidents old
You love fast women
You love keepin' control
Of everything you love, you love beef
You love streets, you love runnin', duckin' police
You love your hood, might even love it to death
But what love got to do with it when you don't love yourself?

I do what I wanna do
I say what I wanna say
When I feel, and I
Look in the mirror and know I'm there
With my hands in the air
I'm proud to say yea
I'm real, I'm real, I'm really really real

The reason why I know you very well
Cause we have the same eyes can't you tell
The days I tried to cover up and conceal
My pride, it only made it harder for me to deal
When living in a that come with plan B
A scapegoat cause plan A don't come for free
And plan C just an excuse like because
Or the word ""but"", but what if I got love
I love them, I love when I love her
I love so much, I love when love hurts
I love first verse cause you're the girl I attract
I love second verse cause your the homie they packed
Burning like a stove top, they love cooking from scratch
I love what the both of you have to offer
In fact, I love it so much
I don't love anything else
But what love got to do with it when I don't love myself
To the point I should hate everything I do love
Should I hate living my life inside the club
Should I hate her for watching me for that reason
Should I hate him for telling me that I'm season
Should I hate them for telling me ball out
Should I hate street credibility I'm talkin' about
Hatin' all money, power, respect in my will
I'm hatin' the fact that none of that sh*t make me real

I do what I wanna do
I say what I wanna say
When I feel, and I
Look in the mirror and know I'm there
With my hands in the air
I'm proud to say yea
I'm real, I'm real, I'm really really real

Sing my song, it's all for you
"
Kendrick Lamar,Compton,"Now everybody serenade the new faith of Kendrick Lamar
This is king Kendrick Lamar
King Kendrick and I meant it, my point intended is raw
Fix your lenses forensics would've told you Kendrick had killed it
Pretend it's a massacre and the masses upon us
And I mastered being the master at dodging your honor
And the chapter that read at 25 I would live dormant at 5 in the morning
They raid your spot while Kendrick's performing
And if they take everything, know I got

Compton, Compton, ain't no city quite like mine

(Ay, Dre what's happenin' wit' it my n*gga!)

Still I'm at it, peel the plastic off it, you can feel the magic
Still I'm laughing at the critics talking, I can see 'em gagging
When I'm back in the back of my city, back in the 'bach
With a batch of them bangin' Dre Beats with me, look where I'm at
It's the murder cap' and I'm captain at birthin' this gangsta rap
It's a wrap when I'm done and I come a long way from a hundred dollars a month
To a hundred mil' in a day, b*tch I'm from

Compton, Compton, ain't no city quite like mine

So come and visit the tire screeching, ambulance, policeman
Won't you spend a weekend on Rosecrans n*gga
Khaki creasing, crime increasing on Rosecrans n*gga
Kendrick Conan n*gga
Where you sword at, hand on the cross and swore that
I do it big as Rasputia for them shooters
Kama Sutra scream f*ck your position and make you hold that
I'm trying to stay grounded like four flats
But I know flats and Piru Crip tats

Will swarm on me like a beehive
Hop in the G ride
From the West to the East side
Know that's just how Compton roll

And that's a given
I pass the blunt then pass the torch of course that's my decision
I crash the Porsche then you report that you see me in Benzes
I must report that we import the narcotics you bought it
(Then talked about it when crack hit the speakers, the music business
I blow up every time we throw up a record
Depending on what you expecting, I'm sure it's bigger than your religion
Perfected by n*ggas that manifested music to live in)

Compton, Compton, ain't no city quite like mine

So tell that gangster throw his set high
Roll it up in a blunt, I'mma take you on the next high
I did exactly what I wanted that's what made them checks fly
In my direction, you never questioned when I said I
Would be a mogul before I visit 2Pac and Left-eye
Eazy and Aaliyah when I see you we gon' test drive
A Lambo in heaven but for now I'm on the redeye
Flying back to my city cuz I'll forever standby

Compton, Compton, ain't no city quite like mine

Now we can all celebrate
We can all harvest the rap artists of NWA
America target our rap market, it's controversy and hate
Harsh realities we in made our music translate
To the coke dealers, the hood rich, and the broke n*ggas that play
With them gorillas that know killers that know where you stay
Roll that kush, crack that case, ten bottles of rozay
This was brought to you by Dre
Now every motherf*cker in here say:
""Look who's responsible for taking Compton international
I make 'em holla""

Ain't no city quite like mine, yeah
In the city of Compton
Ain't no city quite like mine"
Kendrick Lamar,Now Or Never,"We on?
Aight
One, two, three, go!

Waking up in a dream
Sleepwalking on another big stage
You never heard peace 'til you hear people scream
Your name and your song, I'm so far away
From the place I used to be, struggling usually
Look at the newer me, fate pursuing me
I can feel the energy in the air
It feel like I'm supposed to be here

Everywhere I go I'm getting so much love
Fans, the stars, everyone
Sayin' how they can't wait for the LP
And I'm gonna blow
Feel so good in what you do
Helps somebody else get through
That's why I do the best I can
Because I know how blessed I am

I'm so high,, I can touch the sky
I know it's my time
And it's now or never
I'm so bright, I light the night
And it feels so right, ain't nothing better

A fool if I take it all for granted
A smart man if I keep my feet planted to the earth 
'Cause the people that hurt can’t understand it
You speakin' outlandish, I’m gonna show you how to make it all work
Another planet, it’s a short term role for me
A record sold for me, it’s just mo for me
And you’re here for you too here, Kendrick, persevere
Defenses, I yet feel relentless
Ambition with a clear vision
Takin' off, I ain’t takin' off these pistons
I’m takin' off on the enemies, your distance
Came across me, how much it’d cost me to get you out my business?
I said a planet is a short term goal, no sky is the limit
I’m past that, now pass that
A word not one but four times two plus yours

I see myself performing at
Sold out shows where the room is packed
Sitting at the Grammy's, winning five awards
See myself on big billboards
Climbing round the world would endorse me deals
Can’t imagine how it feels
That’s why I’m smiling every day
'Cause my dream ain’t far away

I'm so high, I can touch the sky
I know it's my time
And it's now or never
I'm so bright, I light the night
And it feels so right ain't nothing better

You’re looking at me and tell me I’m blessed
Calculating my steps, my heart, my breath
Breath lungs of a victory and vividly you see me when I’m at my best, my worse
This verse is dedicated to the days that I slept with the curse
Research my paid dues, I’m reimbursed
I burst in the crowd with a voice and a crown
I’m a king on a prowl and I see mama smile
And the vow I’m a take that I’ll never break
You can break bread with me now, we can all take a bow
On the edge of the pedestal and scream out loud
That we made it off the avenue, I walk then down, in the darkness
I often sit back and get lost in the rap that I wrote 
When you told me that it spoke to your soul
I was talkin' to you, I was walkin' it through
Heavy ghetto, tail of success, hello, we here

And I’m so happy I cry
'Cause I can’t believe
All the things I ever wanted
Are finally happening for me
And it’s so surreal
That I almost feel
That any minute I could wake up
From this fantasy
When you pray so hard
And you’ve come so far
And you know, that is the time for you to lift your bar
And I’m gonna do it
Watch me

I'm so high, I can touch the sky
I know it's my time
And it's now or never
I'm so bright, I light the night
And it feels so right ain't nothing better

I'm so high, I can touch the sky
I know it's my time
And it's now or never
I'm so bright, I light the night
And it feels so right ain't nothing better"
