Artist,Title,Lyrics
​twenty one pilots,Polarize,"Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

You know where I'm coming from
Though I am running to you
All I feel is deny, deny, denial

I wanted to be a better brother, better son
Wanted to be a better adversary to the evil I have done
I have none to show to the one I love
But deny, deny, denial

Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

Polarize is taking your disguises
Separating 'em, splitting 'em up from wrong and right
It's deciding where to die and deciding where to fight
Deny, deny, denial
I wanted to be a better brother, better son
Wanted to be a better adversary to the evil I have done
I have none to show to the one I love
But deny, deny, denial

Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

Ah-da-da, da-da, da-da da-da
Ah-da-da, da-da, we have problems
Ah-da-da, da-da, da-da da-da
Ah-da-da, da-da, we have problems

Domingo en fuego
I think I lost my halo
I don't know where you are
You'll have to come and find me, find me
Domingo en fuego
I think I lost my halo
I don't know where you are
You'll have to come and find me, find me
Ah-da-da da-da da-da da-da
Ah-da-da da-da, we have problems
Ah-da-da da-da da-da da-da
Ah-da-da da-da, we have problems

Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems, yeah
(We have problems)
Singing out, we're singing out, we're singing out
(We have problems)
Yeah

I wanted to be a better brother, better son
I wanted to be a better brother, better son
I wanted to be a better brother, better son94EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Pet Cheetah,"I am on an island, no one to confide
Eight days straight, eight hours each and not one line
I can feel pressure start to possess my mind
So, I'll take this beat I should delete to exercise

No, I move slow
I want to stop time
I'll sit here 'til I find the problem
No, I move slow
I want to stop time
I'll sit here 'til I find the problem

I've got a pet cheetah down in my basement
I've raised him, and bathed him, and named him Jason
Statham, I've trained him to make me these beats
Now my pet cheetah's quicker in the studio than on his feet
I'ma get mine and get going
I'm showing my faces in just enough places
I'm done with tip-toeing, I'll stay in my room
My house is the one where the vultures are perched on the roof
Get behind me, I bet this nepotistic mindset
Will help us get ours as we're growing
This clique means so much to this dude
It could make him afraid of his music
And be scared to death he could lose it
No, I move slow
I want to stop time
I'll sit here 'til I find the problem
No, I move slow
I want to stop time
I'll sit here 'til I find the problem

I'll sit here 'til I
I'll sit here 'til I find the problem, no
I'll sit here 'til I
I'll sit here 'til I find the problem

No, I move slow
I want to stop time
I'll sit here 'til I find the problem
No, I move slow
I want to stop time
I'll sit here 'til I find the problem

I can feel pressure start to possess my mind
So I'll take this beat I should delete to exercise
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah
Pet cheetah, cheetah110EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Bandito,"I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito
I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito
I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito

This is the sound we make
When in between two places
Where we used to bleed
And where our blood needs to be

I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito
I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito

In City, I feel my spirit is contained
Like neon inside the glass, they form my brain
But I recently discovered it's a heatless fire
Like nicknames they give themselves to uninspire
Begin with bullet, now add fire to the proof
But I'm still not sure if fear's a rival or close relative to truth
Either way it helps to hear these words bounce off of you
The softest echo could be enough for me to make it through
Folina, Sahlo Folina
Sahlo Folina, Sahlo Folina
I created this world to feel some control
Destroy it if I want
So I sing Sahlo Folina, Sahlo Folina, Sahlo

I could take the high road
But I know that I'm goin' low (Sahlo)
I'm a ban—I'm a bandito
I could take the high road
But I know that I'm goin' low
I'm a ban—I'm a bandito (Sahlo)
I could take the high road
But I know that I'm goin' low (Sahlo)
I'm a ban—I'm a bandito

I created this world to feel some control
Destroy it if I want
So I sing Sahlo Folina, Sahlo Folina90EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Smithereens,"You know
I've always been collected, calm and chill
And you know
I never look for conflict for the thrill
But if I’m feeling
Someone stepping towards you, can't describe
Just what I'm feeling

For you, I’d go
Step to a dude much bigger than me
For you, I know
I would get messed up, weigh 153
For you
I would get beat to smithereens

You know
I'll be in the corner taking notes
And you know
I got your six while you're working votes
But if I'm feeling
Someone stepping towards you, can't describe
Just what I'm feeling
For you, I'd go
Step to a dude much bigger than me
For you, I know
I would get messed up, weigh 153
For you
I would get beat to smithereens

(Fight fight fight fight fight)
(I would get beat to)
You know I had to do one
You know I had to do one
You know I had to do one on the record (For you)
You know I had to do one on the record for her like this
You know I had to do one on the record for her like this
You know I had to do one on the record for her like this
You know I had to do one on the record for her

If I'm feeling
Someone stepping towards you, can’t describe
Just what I’m feeling

For you, I'd go
Write a slick song just to show you the world
For you, I know
They think it’s messed up to sell out for your girl
For you, I'd go
Step to a dude much bigger than me
For you, I know
I would get messed up, weigh 153
For you
I would get beat to smithereens76EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Guns for Hands,"I know what you think in the morning
When the sun shines on the ground
And shows what you have done
It shows where your mind has gone
And you swear to your parents
That it will never happen again
I know, I know-ow-ow
What that means, I know-ow-ow-ow-ow

That you all have guns
And you never put the safety on
And you all have plans
To take it, to take it, don't take it, take it, take it
I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah
I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah

Let's take this a second at a time
Let's take this one song, this one rhyme
Together, let's breathe
Together, to the beat
But there's hope out the window
So that's where we'll go
Let's go outside and all join hands
But until then you'll never understand
That you all have guns
And you never put the safety on
And you all have plans
To take it, to take it, don't take it, take it, take it (Don't take it)
I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah

Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah
Whoo!
(Da-da da-da-da)
(Da-da da-da-da)
(Da-da da-da-da, ah uh)
(Da-da da-da-da)

We've turned our hands to guns
Traded our thumbs for ammunition
I must forewarn you of my disorder, or my condition
'Cause when the sun sets
It upsets what's left of my invested interest
Interested in putting my fingers to my head
The solution is, I see a whole room of these mutant kids
Fused at the wrist, I simply tell them they should shoot at this
Simply suggest my chest and this confused music
It's obviously best for them to turn their guns to a fist
I'm trying, I'm trying to sleep
I'm trying, I'm trying to sleep
But I can't, but I can't when you all have
Guns for hands, yeah
I'm trying, I'm trying to sleep (I'm trying to sleep)
I'm trying, I'm trying to sleep (I'm trying to sleep)
But I can't, but I can't when you all have
Guns for hands, yeah112EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Fairly Local,"Uh, I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
I'm evil to the core, what I shouldn't do I will
They say I'm emotional, what I want to save I'll kill
Is that who I truly am? I truly don't have a chance
Tomorrow I'll keep a beat and repeat yesterday's dance

Yo, this song will never be on the radio
Even if my clique were to pick and the people were to vote
It's the few, the proud, and the emotional
Yo, you, bulletproof in black like a funeral
The world around us is burnin' but we're so cold
It's the few, the proud, and the emotional

Uh, I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
I'm not evil to the core, what I shouldn't do I will fight
I know I'm emotional, what I wanna save I will try
I know who I truly am, I truly do have a chance
Tomorrow I'll switch the beat to avoid yesterday's dance
Yo, this song will never be on the radio
Even if my clique were to pick and the people were to vote
It's the few, the proud, and the emotional
Yo, you, bulletproof in black like a funeral
The world around us is burnin' but we're so cold
It's the few, the proud, and the emotional

I'm fairly local, I've been around
I've seen the streets you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh
Oh oh oh oh oh oh oh


(Yeah-uh!) I'm fairly local, I've been around
I've seen the streets (I've seen the streets) you're walkin' down
I'm fairly local, good people now
Oh oh oh oh oh oh oh, yeah!
I'm fairly local, good people now
Oh oh oh oh oh oh oh, good people now
Oh oh oh oh oh oh oh, good people now
Oh oh oh oh oh oh oh215EmbedShare URLCopyEmbedCopy"
​twenty one pilots,Doubt,"Scared of my own image, scared of my own immaturity
Scared of my own ceiling, scared I'll die of uncertainty
Fear might be the death of me, fear leads to anxiety
Don’t know what’s inside of me

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no

Temperature is dropping, temperature is dropping
I'm not sure if I can see this ever stopping
Shaking hands with the dark parts of my thoughts, no
You are all that I’ve got, no

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no, no, no, no

Gnawing on the bishops, claw our way up their system
Repeating simple phrases, someone holy insisted
Want the markings made on my skin
To mean something to me again
Hope you haven't left without me
Hope you haven't left without me, please
Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no
Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you
No good without you, no, no, no, no

Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no
Hey! Hey!
Don't forget about me, no106EmbedShare URLCopyEmbedCopy"
​twenty one pilots,The Hype,"Sometimes I feel cold, even paralyzed
My interior world needs to sanitize
I've got to step through or I’ll dissipate
I'll record my step through for my basement tapes

Nice to know my kind will be on my side
I don't believe the hype
And you know you’re a terrible sight
But you'll be just fine
Just don't believe the hype

Yeah, they might be talking behind your head
Your exterior world can step off instead
It might take some friends and a warmer shirt
But you don't get thick skin without getting burnt

Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
(Take me with you)
(We’re gonna rely pretty heavily
On technology
And energy
To cover up the fact that we’re only two people
But I think we can do it)
No, I don't know which way I’m going
But I can hear my way around
No, I don't know which way I'm going
But I can hear my way around
No, I don't know which way I’m going
But I can hear my way around
No, I don't know which way I'm going
But I can hear my way around
But I can hear my way around

Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
(Don't believe the hype)
Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype
Nice to know my kind will be on my side
I don't believe the hype
And you know you're a terrible sight
But you'll be just fine
Just don't believe the hype73EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Such A Simple Thing,"Tell me what you're feeling
I can take the pain
Tell me that you mean it
That you won't leave again

Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame
I can't make you see
If you don't by now
I'll get through these changes
Somehow, somehow

Take it if you want it
I'm so tired I just don't care
Can't you see how much you hurt me?
It's like I wasn't there

Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame
My heart is like paper
Yours is like a flame
I can't make you see
If you don't by now
I'll get through these chains
Somehow, somehow

Tell me what your heart wants
Such a simple thing
My heart is like paper
Yours is like a flame
My heart is like paper
Yours is like a flame1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Jolene,"Cocaine flame in my bloodstream
Sold my coat when I hit Spokane
Bought myself a hard pack of cigarettes in the early morning rain
Lately my hands they don't feel like mine
My eyes been stung with dust, I'm blind
Held you in my arms one time
Lost you just the same

Jolene
I ain't about to go straight
It's too late

I found myself face down in the ditch
Booze on my hair
Blood on my lips
A picture of you, holding a picture of me
In the pocket of my blue jeans
Still don't know what love means
Still don't know what love means
Jolene
Ah, La, La, La, La, La
Jolene
Been so long since I seen your face
Or felt a part of this human race
I've been living out of this here suitcase for way too long
A man needs something he can hold onto
A nine pound hammer or a woman like you
Either one of them things will do

Jolene
I ain't about to go straight
It's too late

I found myself face down in the ditch
Booze in my hair
Blood on my lips
A picture of you, holding a picture of me
In the pocket of my blue jeans
Still don't know what love means
Still don't know what love means
Jolene
La, La, La, La, La, La, La
Jolene
La, La, La, La, La, La, La
Jolene6EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Let It Be Me,"There comes a time
A time in everyone's life
When nothing seems to go your way
Where nothing seems to turn out right
There may come a time
You just can't seem to find your place
And for every door you open
Seems like you get two slammed in your face

That's when you need someone
Someone that you, you can call
When all your faith is gone
It feels like you can't go on

Let it be me
Let it be me
If it's a friend you need
Let it be me
Let it be me

When it feels like you're always comin' up last
Pockets full of nothin' ain't got no cash
No matter where you turn
You ain't got no place to stand
You reach out for something and they slap your hand
I remember all too well
Just how it feels to be all alone
To feel like you'd give anything
For just a little place you can call your own

That's when you need someone
Someone that you can call
When all your faith is gone
And it feels like you can't go on

Let it be me
Let it be me
If it's a friend you need
Let it be me
Let it be meEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Trouble,"Trouble
Trouble, trouble, trouble, trouble
Trouble been dogging my soul since the day I was born
Worry
Worry, worry, worry, worry
Worry just will not seem to leave my mind alone

Well, I've been
Saved by a woman
I've been
Saved by a woman
I've been
Saved by a woman
She won't let me go
She won't let me go, no
She won't let me go, no, no...

Trouble
Oh, trouble, trouble, trouble, trouble
Feels like every time I get back on my feet she come around and knock me down again
Worry
Oh, worry, worry, worry, worry
Sometimes I swear it feels like this worry
Is my only friend
Well, I've been
Saved by a woman
I've been
Saved by a woman
I've been
Saved by a woman
She won't let me go
She won't let me go, no
She won't let me go, no, no...

Oh, ah
Oh, ah
She good to me now
She give me love and affection
Say, she good to me now
She give me love and affection
I said I love her
Yes, I love her
I said I love her
I said I love
She good to me now
She good to me
She good to me2EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Empty,"She lifts her skirt up to her knees
Walks through the garden rows with her bare feet, laughing
I never learned to count my blessings
I choose instead to dwell in my disasters
I walk on down the hill
Through grass, grown tall and brown
And still its hard somehow to let go of my pain
On past the busted back of that
Old and rusted Cadillac
That sinks into this field, collecting rain
Will I always feel this way?
So empty, so estranged
And of these cut-throat busted sunsets
These cold and damp white mornings, I have grown weary
If through my cracked and dusted dime store lips
I spoke these words out loud would no one hear me?
Lay your blouse across the chair
Let fall the flowers from from your hair
And kiss me with that country mouth, so plain
Outside, the rain is tapping on the leaves
To me it sounds like they're applauding us
The the quiet love we made
Will I always feel this way?
So empty, so estranged
Well, I looked my demons in the eyes
Laid bare my chest, said ""Do your best, destroy me
You see, I've been to hell and back so many times
I must admit you kind of bore me.""
There's a lot of things that can kill a man
There's a lot of ways to die
Listen, some already did that, walked beside me
There's a lot of things I don't understand
Why so many people lie
It's the hurt I hide that fuels the fire inside me
Will I always feel this way?
So empty, so estranged7EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Hold You in My Arms,"When you came to me with your bad dreams and your fears
It was easy to see that you'd been crying
Seems like everywhere you turn catastrophe reigns
But who really profits from the dying?

I could hold you in my arms
I could hold you forever
I could hold you in my arms, oh
I could hold you forever

When you kissed my lips with my mouth so full of questions
My worried mind that you quiet
Place your hands on my face
Close my eyes and say
Love is a poor man's food
With no proper side

I could hold you in my arms
I could hold you forever
And I could hold you in my arms, oh
I could hold you forever

So now we see how it is
This fist begets the spear
Weapons of war
Symptoms of madness
Don't let your eyes refuse to see
Don't let your ears refuse to hear
Or you ain't never going to shake this sense of sadness

I could hold you in my arms
I could hold on forever
And I could hold you in my arms, oh
I could hold on foreverEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,You Are The Best Thing,"Baby
It's been a long day, baby
Things ain't been going my way
You know I need you here
To clear my mind
All the time
And baby
The way you move me, it's crazy
It's like you see right through me and make it easier
And believe me, you don't even have to try
Oh, because

You are the best thing
You are the best thing
You are the best thing
That ever happened to me

Baby
We've come a long way
Baby
You know I hope and I pray that you believe me
When I say this love will never fade away
Oh, because
You are the best thing
You are the best thing
You are the best thing
That ever happened to me

Both of us have know love before
To come on up promising like the spring, to walk on out the door
Our hearts are strong and our hearts are kind
Let me tell you just exactly what is on my mind

You are the best thing
You are the best thing
You are the best thing
That ever happened to me
You are the best thing
You are the best thing
You are the best thing
That ever happened to me
Yeah, yeah
Yeah, yeah, yeah
Now, now, now, now2EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,We’ll Make It Through,"Had our share of the pain
Of the clouds and the rain
Lean on me and I’ll lean on you
And together, we’ll get through
We always do
We always do

I know you’re scared ‘cause you can’t see the light
You toss and turn through the night
Holding me, and I’m holding you
And together, we’ll get through
We always do
We always do
We always do

Where do you go when there’s no road to follow?
Faces look hollow, only strangers to you now
Where do you turn when this living starts to burn
Through layers that you learned to wrap around your heart somehow?
I turn to you
I always do
I turn to you
I know you’re scared, can’t see the light
Got to believe it’s gonna be alright
Lean on me and I’ll lean on you
And together, we’ll get through
We always do

We always do
We always do
We always do

We’ll make it through
We always do
We always doEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,It’s Always Been You,"Since the first star split the black
Split the silence, too
Since the first dawn woke this Earth
Founded clothed in blue
Since the first birdsong was sung
As through the air it flew
It's been you
It's always been you
It's always been you

Since the first thrust of the sea
Life stemmed up on the shore
Since the first breath filled these lungs
Left them wanting more
Since the first your lips met mine
Soft as morning dew
It's been you
It's always been you
It's always been you

Led me out of the darkness
Fed my heart an ancient lie
Kept me close, kept me honest
I love you
Oh, how I love you
Oh, how I love you
Oh, how I love you
Since the first star split the black
The very light itself was moved
Since the first word moved the air
One syllable rang true
Since the first your eyes found mine
It was all at once I knew
It's been you
It's always been you
It's always been you
It's always been you
It's always been youEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,"Hey, No Pressure","I hate to see you breaking down (hey, no pressure)
I hate to watch you fall apart (hey, no pressure)
I want to help you through it all (hey, no pressure, hey, no pressure)
I want to lift you when you fall (hey, no pressure, hey, no pressure)

Anything you want your life to mean it can mean
Anything you want your life to mean, to mean

This life is full of give and take (hey, no pressure)
Be careful of each step you take (hey, no pressure)
It doesn't matter lose or win (hey, no pressure, hey, no pressure)
It's all an illusion in the end (hey, no pressure, hey, no pressure)

Anything you want to be you can be
Anything you want to be you can be
Anything you want your life to mean it can mean
Anything you want your life to mean, to mean

I hate to see you crumbling (hey, no pressure)
You need to know we are your friends (hey, no pressure)
This life is full of give and take (hey, no pressure, hey, no pressure)
Be careful of the choice you make (hey, no pressure, hey, no pressure)
Anything you want your life to mean it can mean
Anything you want your life to mean
Anything you want to be you can be
Anything you want to be you can be

Hey, no pressure1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Shelter,"I guess you don't need it
I guess you don't want me to repeat it
But everything I have to give I'll give to you
It's not like we planned it
You tried to stay, but you could not stand it
To see me shut down slow as though it was an easy thing to do
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me, my love
And I, I will shelter you
I will shelter you
I left you heartbroken
But not until those very words were spoken
Has anybody ever made such a fool outta you
It's hard to believe it
Even as my eyes do see it
The very things that make you live, they're killing you
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me, my love
And I, I will shelter you
I will shelter you
I will shelter you
I will shelter you
I will shelter you
Listen when all of this around us will fall over
I tell you what we're gonna do
Hey
You will shelter me my love
And I, I will shelter you
If you shelter me too
I will shelter you
I will shelter you1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Burn,"Oh mama don't walk away
I'm a godd*mn sore loser
I ain't too proud to say
That I'm still thinking 'bout you
And I'm so lonesome without you
And I can't get you out of my mind
Oh mama don't leave me alone
With my soul shut down so tight
Just like a stone cold tomb
Ain't it clear when I'm near you
I'm just dying to hear you
Calling my name one more time
Oh so don't pay no mind
To my watering eyes
Must be something in the air
That I'm breathing
Yes and try to ignore
All this blood on the floor
It's just this heart on my sleeve that's bleeding
Oh mama don't walk away
You leave me here bereaving
From the words so hard and plain
Saying the love that we had
Was just selfish and sad
Yes but to see you now with him
Is just making me mad
Oh so kiss him again
Just to prove to me that you can
I will stand here
And burn in my skin
Yes I will stand here
And burn in my skinEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Lesson Learned,"Well, the truth it fell so heavy
Like a hammer through the room
That I could choose another over her
You always said I was an actor, baby
Guess in truth you thought me just amateur
That you never saw the signs
That you never lost your grip
Oh, come on now
That's such a childish claim
Now I wear the brand of traitor
Don't it seem a bit absurd
When it's clear I was so obviously framed
When it's clear I was so obviously framed
Now you act so surprised
To hear what you already know
And all you really had to do was ask
I'd have told you straight away
All those lies were truth
And all that was false was fact
Now you hold me close and hard
But I was like a statue at most
Refusing to acknowledge you'd been hurt
Now you're clawing at my throat
And you're crying all is lost
But your tears they fell so hot upon my shirt
But your tears they fell so hot upon my shirt
Well, the truth it fell so heavy
Like a hammer through the room
That I could choose another over her
You always said I was an actor, baby
Guess in truth you thought me just amateur
Was it you who told me once
Now looking back it seems so real
That all our mistakes are merely grist for the mill
So why is it now after I had my fill
That you steal from me the sorrow that I've earned
Shall we call this a lesson learned?
Shall we call this a lesson learned?1EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Hannah,"I lost all of my vanity
When I peered into the pool
I lost all of my innocence
When I fell in love with you
I never knew a man could fall so far until I landed here
Where all of my wounds, they turned into gold
When I kissed your hair

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Ask her why she cries so loud
Will not say a word
Eyes like ice and hands that shake
She takes what she deserves
To celebrate the emptiness
Of a cold and lonely room
Sweep the floor with your long flowered dress
If you cannot find a broom

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me
She's got hair that flows right down, right down
To the backs of her knees
Her Papa, he was a preaching man
And the Lord is hard to please
So she comes down from the Ozark Hills to these
Very streets to roam
With a banjo and a bible
And a fine tooth comb

Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Now, I'd walk one mile on just broken glass
To fall down at your feet
Mm-mm, my Hannah
You're the queen of the street
I climbed the tree with my Hannah Lee
My intentions, they were pure
But the breeze did whip and I lost my grip
And I tumbled towards the earth
Where you never would guess who it was that stood below
His name I will never tell
But His eyes were clear
His arms were strong
He caught me as I fell
Now come to me, Hannah
Hannah, won't you to come home to me
And I'll lay down this bottle of wine
If you'll just be kind to me

Now, I'd walk one mile on broken glass
To fall down at your feet
Mm-mm, my Hannah, you're the queen of the street
The queen of the streetEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,I Was Born to Love You,"You give me a sign
You give me a lift
You take me home when I've done my shift
You give me a loan
When I'm stone cold broke
Get me high, when I need a toke

I was born to love
I was born to love
I was born to love
I was born to

Times were tough
We made it through
We tasted the rough
So let's save the spoon
All the time I was hurtin' you
Got to believe that I was hurtin' too

I was born to love
I was born to
Born to love
I was born to
Your the only one I can talk to
The only one I can really read
I know you give because you want to
Don't you think it's time you learned to let yourself receive?

Can make you smile
Can make you sing
Just wanna give back a lil bit of what you give me
I could sing you a song
Play you a tune
I know its just a little thing but it's something I can do

I was born to love
I was born to
I was a-born to love
I was born to

I was born
To love you
I was born
To love youEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Be Here Now,"Don't let your mind get weary and confused
Your will be still, don't try
Don't let your heart get heavy child
Inside you there's a strength that lies

Don't let your soul get lonely child
It's only time, it will go by
Don't look for love in faces, places
It's in you, that's where you'll find kindness

Be here now, here now
Be here now, here now

Don't lose your faith in me
And I will try not to lose faith in you
Don't put your trust in walls
'Cause walls will only crush you when they fall

Be here now, here now
Be here now, here now2EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Let’s Make It Last,"Stay for a little while
Share a glass beside the fire
Time goes by so fast, so fast
Let's make it last

Stay, stay and talk awhile
Share a laugh, share a smile
Days go by so fast, so fast
Let's make it last

Oh, years they roll and fall away
All the colors slowly fade to grey

Stay or watch another round
See the stars hang faster now
Why not wait and watch the sun
Circle back around again?

Oh, the hourglass is cruel
And the moment given is the moment spent
Stay for a little while
Share a glass beside the fire
Time goes by so fast, so fast
Let's make it last
Let's make it last
Let's make it last

Oh, the years they roll and fall away
All the colors slowly fade to greyEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,All The Wild Horses,"All the wild horses
All the wild horses
Tethered with tears in their eyes
May no man's touch ever tame you
May no man's reigns ever chain you
And may no man's weight ever lay afraid your soul
And as for the clouds
Just let them roll
Roll away
Roll away
As for the clouds
Just let them roll
Roll away
Roll awayEmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Without Words,"Step outside the sea
They don't know you like I do
They don't know you like I do
Not all of life is cruel
Not all of life is so untrue
Not all of life is so untrue
I can hear the morning birds
Light upon the branches
And each in turn
Sing of all God's praises
Without words
Without words
Don't turn it all inside
I don't like to see you cry
I don't like to see you cry
Whispered kisses in your ears
Touch so soft and warm
Confessions all of love for you
(Yes) Without words
Stare into the flame
Until you see beyond the light
All the while, truth was mine
It's with myself, I fight
Sin you've carried like a corpse
Across your back these days
Let it fall away
Let it fall away
Let it fall away
I can hear the morning birds
So light up on the branches
And each in turn
They sing of all God's praises
Yes, without words
Without words
Without words2EmbedShare URLCopyEmbedCopy"
Ray LaMontagne,Strong Enough,"I was raised up by my mama alone
Worked herself into the grave
Tryna make us a home
She never left South Carolina
No, nah
Our old man didn't stick around to see me grown
He was long gone 'fore the coffee got cold
Wouldn't even know where to find him

Woah, oh-oh-oh
Wasn't strong enough
Woah, oh-oh-oh
He wasn't strong enough
Alright, alright, alright, alright

I left home with nothing but a dream I had
All I own I could roll up in a paper bag
Getting out of South Carolina
Alright
I've been told there's gold in this land
All I know is what I hold in my own two hands
If it's out there I'm gonna find it
Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Am I strong enough?

Everywhere you turn there's another man slamming doors
Looking at you like he wouldn't even let you sweep his floors

I was raised up by my mama on her own
Worked herself into the grave
Tryna make us a home
Never left South Carolina
I left home with nothing but a dream I had
All I own I could hold in a paper bag
Getting out of South Carolina

Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Tell me, am I strong enough?
Oh, oh-oh-oh
Am I strong enough?
Oh, oh-oh-oh
Tell me, am I strong enough?
Am I strong enough?
Am I strong enough?
Am I strong enough?
Am I strong enough?

Oh, tell me
Am I strong enough?
Oh, got to tell me
Am I strong enough?
Oh, tell me
Am I strong enough?EmbedShare URLCopyEmbedCopy"
